productCode,productName,size,color,mainImage,additionalImages,detailHtml,tagHtml
"DKS8SC02","민트루루장말 DKS8SC02_copy","12,14,16(발길이cm)","민트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8SC02/main.jpg","/home/moonsu/organic_scraper/images/DKS8SC02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_6.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_7.jpg|/home/moonsu/organic_scraper/images/DKS8SC02/additional_8.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-8.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-9.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/sc_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC02_t.jpg"" /></p>
</center>"
"DKS8SC03","두두도도토들장말 DKS8SC03_copy","12,14,16(발길이cm)","화이트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8SC03/main.jpg","/home/moonsu/organic_scraper/images/DKS8SC03/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8SC03/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8SC03/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8SC03/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8SC03/additional_5.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-6.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/sc_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC03_t.jpg"" /></p>
</center>"
"DKS8SC04","도도골지토들양말 DKS8SC04_copy","12,14,16(발길이cm)","퍼플(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8SC04/main.jpg","/home/moonsu/organic_scraper/images/DKS8SC04/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8SC04/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8SC04/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8SC04/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8SC04/additional_5.jpg|/home/moonsu/organic_scraper/images/DKS8SC04/additional_6.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-7.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/sc_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC04_t.jpg"" /></p>
</center>"
"DKS8SC05","두두골지토들양말 DKS8SC05_copy","12,14,16(발길이cm)","민트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKS8SC05/main.jpg","/home/moonsu/organic_scraper/images/DKS8SC05/additional_1.jpg|/home/moonsu/organic_scraper/images/DKS8SC05/additional_2.jpg|/home/moonsu/organic_scraper/images/DKS8SC05/additional_3.jpg|/home/moonsu/organic_scraper/images/DKS8SC05/additional_4.jpg|/home/moonsu/organic_scraper/images/DKS8SC05/additional_5.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-6.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/sc_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKS8SC05_t.jpg"" /></p>
</center>"
"DKSL9D01","헬로루루토들긴소내의 DKSL9D01_copy","2Y,3Y,4Y / 200g내외","핑크(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSL9D01/main.jpg","/home/moonsu/organic_scraper/images/DKSL9D01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_6.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_7.jpg|/home/moonsu/organic_scraper/images/DKSL9D01/additional_8.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-8.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-9.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D01_t.jpg"" /></p>
</center>"
"DKSL9D02","헬로로로토들긴소내의 DKSL9D02_copy","2Y,3Y,4Y / 200g내외","민트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSL9D02/main.jpg","/home/moonsu/organic_scraper/images/DKSL9D02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_6.jpg|/home/moonsu/organic_scraper/images/DKSL9D02/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D02_t.jpg"" /></p>
</center>"
"DKSL9D03","라인두두토들긴소내의 DKSL9D03_copy","2Y,3Y,4Y / 200g내외","크림(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSL9D03/main.jpg","/home/moonsu/organic_scraper/images/DKSL9D03/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_6.jpg|/home/moonsu/organic_scraper/images/DKSL9D03/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSL9D03_t.jpg"" /></p>
</center>"
"DKSTGA01","민트도도토들긴소가디건 DKSTGA01_copy","2Y,3Y,4Y / 200g내외","민트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSTGA01/main.jpg","/home/moonsu/organic_scraper/images/DKSTGA01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSTGA01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSTGA01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSTGA01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSTGA01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSTGA01/additional_6.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-7.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTGA01_t.jpg"" /></p>
</center>"
"DKSTJP01","루루토들긴소후드집업점퍼 DKSTJP01_copy","2Y,3Y,4Y / 200g내외","크림 (상세페이지참조)","/home/moonsu/organic_scraper/images/DKSTJP01/main.jpg","/home/moonsu/organic_scraper/images/DKSTJP01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_6.jpg|/home/moonsu/organic_scraper/images/DKSTJP01/additional_7.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-7.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-8.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP01_t.jpg"" /></p>
</center>"
"DKSTJP02","크레용두두토들긴소후드집업 DKSTJP02_copy","2Y,3Y,4Y / 200g내외","민트(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSTJP02/main.jpg","/home/moonsu/organic_scraper/images/DKSTJP02/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSTJP02/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSTJP02/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSTJP02/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSTJP02/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSTJP02/additional_6.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-7.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTJP02_t.jpg"" /></p>
</center>"
"DKSTMT01","두두토들긴소맨투맨 DKSTMT01_copy","2Y,3Y,4Y / 200g내외","블루(상세페이지참조)","/home/moonsu/organic_scraper/images/DKSTMT01/main.jpg","/home/moonsu/organic_scraper/images/DKSTMT01/additional_1.jpg|/home/moonsu/organic_scraper/images/DKSTMT01/additional_2.jpg|/home/moonsu/organic_scraper/images/DKSTMT01/additional_3.jpg|/home/moonsu/organic_scraper/images/DKSTMT01/additional_4.jpg|/home/moonsu/organic_scraper/images/DKSTMT01/additional_5.jpg|/home/moonsu/organic_scraper/images/DKSTMT01/additional_6.jpg","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-1.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-2.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-3.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-4.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-5.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-6.jpg"" /></p>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-7.jpg"" /></p>
	<p>
		<img alt=""셀링포인트"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-99.gif"" /></p>
	<p>
		<img alt=""안전인증"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01-100.gif"" /></p>
	<p>
		<img alt=""사이즈"" src=""https://kkm2524.diskn.com/dududodo/dd_size.gif"" /></p>
	<p>
		<img alt=""주의사항"" src=""https://kkm2524.diskn.com/dududodo/laundry_dd.gif"" /></p>
	<p>
		<img alt=""기타"" src=""https://kkm2524.diskn.com/dududodo/bottom.jpg"" /></p>
</center>","<center>
	<p>
		<img alt=""상세이미지"" src=""https://kkm2524.diskn.com/dududodo/2025/S/DKSTMT01_t.jpg"" /></p>
</center>"
